Granule,exposure,lat0,lon0,steps,reg_status,VIIRS_Ref,verf_pnts,mu_dx,mu_dy,sig_dx,sig_dy,LPA,LZA0,solar_contam,aurora_pix,lightning_pix,mu_city_vis,mu_city_uv,mu_full_vis,mu_full_uv,mu_aurora,mu_lightning,sig_city_vis,sig_city_uv,sig_full_vis,sig_full_uv,sig_aurora,sig_lightning
TEMPO_RADT_L1_V04_20250905T105154Z_S001G04,6.297664,33.933731,-112.823837,120,1,VNP46A3_A2025244,124,4.294153e-02,0.014109,0.039854,0.097755,29.810015,93.735596,0.000000,0,54,1.092510e-02,0.014206,0.008920,0.025884,0.000216,0.002740,0.991295,1.179749,1.715110,1.503120,0.110690,0.428135
TEMPO_RADT_L1_V04_20250905T110444Z_S001G05,6.297664,34.262451,-120.204681,120,1,VNP46A3_A2025244,124,4.294153e-02,0.014109,0.039854,0.097755,29.810015,90.575371,0.000000,0,5,9.736387e-03,0.012675,0.008580,0.035574,0.000539,0.005826,0.993453,1.202952,1.719814,1.537835,0.113594,0.431180
TEMPO_RADT_L1_V04_20250906T101254Z_S001G01,6.297664,33.519962,-93.328102,121,1,VNP46A3_A2025244,127,3.661268e-02,0.032422,0.044167,0.061572,17.141376,88.944824,0.000000,280,22,1.358568e-02,-0.000266,0.026704,-0.039237,-0.001239,-0.000167,1.065235,1.217189,1.861395,1.762645,0.126885,0.444492
TEMPO_RADT_L1_V04_20250906T102550Z_S001G02,6.297664,33.581257,-99.620056,120,1,VNP46A3_A2025244,127,3.661268e-02,0.032422,0.044167,0.061572,17.141376,86.448479,0.000000,0,10,1.786151e-03,-0.005748,0.012870,0.000034,-0.000603,0.000316,1.040943,1.204986,1.792256,1.509035,0.113140,0.423671
TEMPO_RADT_L1_V04_20250906T103839Z_S001G03,6.297664,33.707890,-106.035454,120,1,VNP46A3_A2025244,127,3.661268e-02,0.032422,0.044167,0.061572,17.141376,83.893623,0.000000,0,0,9.405056e-03,0.012974,0.010619,0.023445,-0.001852,0.002025,1.009609,1.172296,1.748455,1.458653,0.110699,0.418516
TEMPO_RADT_L1_V04_20250906T105129Z_S001G04,6.297664,33.932800,-112.819550,120,1,VNP46A3_A2025244,127,3.661268e-02,0.032422,0.044167,0.061572,17.141376,81.141068,0.000000,0,66,1.076687e-02,0.003386,0.011647,0.012792,-0.003158,0.001515,1.025117,1.192004,1.789962,1.518953,0.116303,0.426818
TEMPO_RADT_L1_V04_20250906T110419Z_S001G05,6.297664,34.260914,-120.200516,120,1,VNP46A3_A2025244,127,3.661268e-02,0.032422,0.044167,0.061572,17.141376,78.055428,0.000000,0,2,9.336798e-03,0.008846,0.008819,0.028983,-0.000724,0.004057,1.039828,1.194369,1.827423,1.561628,0.123967,0.430138
TEMPO_RADT_L1_V04_20250907T004909Z_S016G01,6.297664,34.195686,-63.441246,121,1,VNP46A3_A2025244,111,-4.778038e-02,-0.036680,0.028279,0.056010,9.251407,60.029903,0.000000,0,27,6.208237e-02,0.021982,0.098327,0.041525,0.000384,0.002054,1.458220,1.338069,2.712189,1.676119,0.108936,0.421795
TEMPO_RADT_L1_V04_20250907T010205Z_S016G02,6.297664,33.897366,-70.706543,120,1,VNP46A3_A2025244,111,-4.778038e-02,-0.036680,0.028279,0.056010,9.251407,62.443981,0.000000,0,62,4.416580e-02,0.021702,0.071676,0.040008,0.000374,0.002058,1.425003,1.285179,2.657613,1.615842,0.108463,0.422688
TEMPO_RADT_L1_V04_20250907T011454Z_S016G03,6.297664,33.702976,-77.378807,120,1,VNP46A3_A2025244,111,-4.778038e-02,-0.036680,0.028279,0.056010,9.251407,64.686279,0.000000,0,84,2.717383e-02,0.010809,0.049568,0.024220,0.000261,0.000407,1.495477,1.382483,2.738957,1.715902,0.108807,0.417616
TEMPO_RADT_L1_V04_20250907T012744Z_S016G04,6.297664,33.590614,-83.739868,120,1,VNP46A3_A2025244,111,-4.778038e-02,-0.036680,0.028279,0.056010,9.251407,66.854118,0.000000,0,44,1.857426e-02,0.000292,0.078208,0.020285,0.000340,0.000328,1.471433,1.346266,2.680628,1.663194,0.108038,0.417387
TEMPO_RADT_L1_V04_20250907T014034Z_S016G05,6.297664,33.553085,-89.952263,120,1,VNP46A3_A2025244,111,-4.778038e-02,-0.036680,0.028279,0.056010,9.251407,69.026703,211.000000,0,10,5.027592e-02,-0.006655,0.112417,-0.053282,-0.000614,0.001742,1.205921,1.309399,2.114960,1.766178,0.117455,0.427963
TEMPO_RADT_L1_V04_20250907T101229Z_S001G01,6.297664,33.516113,-93.335976,121,1,VNP46A3_A2025244,151,4.187991e-02,0.044164,0.046364,0.074278,4.118011,75.820389,0.000000,0,0,9.746271e-03,-0.004009,0.026075,-0.000718,0.000175,0.001935,1.139783,1.264288,2.008759,1.727478,0.114292,0.428721
TEMPO_RADT_L1_V04_20250907T102525Z_S001G02,6.297664,33.573936,-99.633934,120,1,VNP46A3_A2025244,151,4.187991e-02,0.044164,0.046364,0.074278,4.118011,73.341812,0.000000,0,239,1.162737e-02,-0.010485,0.031802,-0.016618,-0.000137,-0.001978,1.237872,1.302806,2.216349,1.618559,0.108784,0.420569
TEMPO_RADT_L1_V04_20250907T103814Z_S001G03,6.297664,33.699066,-106.057571,120,1,VNP46A3_A2025244,151,4.187991e-02,0.044164,0.046364,0.074278,4.118011,70.816368,0.000000,1,104,2.107918e-02,0.017793,0.032303,0.016019,0.000081,0.000803,1.248089,1.262844,2.275633,1.577595,0.108913,0.419915
TEMPO_RADT_L1_V04_20250907T105104Z_S001G04,6.297664,33.923210,-112.838890,120,1,VNP46A3_A2025244,151,4.187991e-02,0.044164,0.046364,0.074278,4.118011,68.123558,0.000000,0,0,2.032189e-02,0.014479,0.030039,0.020306,0.000075,0.001701,1.130301,1.217951,2.023785,1.526562,0.108790,0.421921
TEMPO_RADT_L1_V04_20250907T110354Z_S001G05,6.297664,34.253525,-120.218079,120,1,VNP46A3_A2025244,151,4.187991e-02,0.044164,0.046364,0.074278,4.118011,65.134361,0.000000,0,0,1.190757e-02,0.012755,0.016478,0.028337,0.000518,0.004187,1.361957,1.331600,2.513573,1.674674,0.110075,0.425098
TEMPO_RADT_L1_V04_20250908T004854Z_S016G01,6.297664,34.182129,-63.448868,121,1,VNP46A3_A2025244,141,1.061901e-02,0.011180,0.024745,0.043648,3.982849,63.310108,0.000000,0,24,7.190372e-02,0.031857,0.096661,0.044400,0.000287,0.001279,1.559954,1.374203,2.901043,1.722006,0.109317,0.422385
TEMPO_RADT_L1_V04_20250908T010150Z_S016G02,6.297664,33.884418,-70.712807,120,1,VNP46A3_A2025244,141,1.061901e-02,0.011180,0.024745,0.043648,3.982849,66.263550,0.000000,0,77,5.353287e-02,0.030025,0.061548,0.035430,0.000157,0.000070,1.563770,1.367117,2.927634,1.711005,0.109032,0.420517
TEMPO_RADT_L1_V04_20250908T011439Z_S016G03,6.297664,33.688683,-77.386139,120,1,VNP46A3_A2025244,141,1.061901e-02,0.011180,0.024745,0.043648,3.982849,68.910980,0.000000,0,50,2.658907e-02,0.005902,0.051947,0.019095,0.000101,0.000993,1.541867,1.360129,2.836115,1.693297,0.108509,0.417670
TEMPO_RADT_L1_V04_20250908T012729Z_S016G04,6.297664,33.574272,-83.749817,120,1,VNP46A3_A2025244,141,1.061901e-02,0.011180,0.024745,0.043648,3.982849,71.400047,0.000000,0,70,9.966274e-03,-0.009107,0.057843,0.008331,0.000183,0.000987,1.285367,1.299783,2.274830,1.598168,0.108034,0.418317
TEMPO_RADT_L1_V04_20250908T014019Z_S016G05,6.297664,33.535244,-89.967697,120,1,VNP46A3_A2025244,141,1.061901e-02,0.011180,0.024745,0.043648,3.982849,73.837708,11.000000,0,11,2.984094e-02,0.004891,0.066456,-0.017434,0.000072,0.003740,1.218978,1.285784,2.175364,1.729528,0.115344,0.427494
TEMPO_RADT_L1_V04_20250908T101203Z_S001G01,6.297664,33.516148,-93.363495,121,1,VNP46A3_A2025244,167,-4.845156e-02,0.009397,0.042875,0.062568,9.219937,62.341423,0.000000,106,55,4.750588e-02,0.004356,0.080467,0.002412,-0.001114,0.000606,1.586101,1.397019,2.900915,1.869764,0.120087,0.433909
TEMPO_RADT_L1_V04_20250908T102459Z_S001G02,6.297664,33.575420,-99.663353,120,1,VNP46A3_A2025244,167,-4.845156e-02,0.009397,0.042875,0.062568,9.219937,59.897282,0.000000,19,63,2.689086e-02,-0.004069,0.058775,0.003359,-0.001048,0.001721,1.526611,1.439710,2.786137,1.799801,0.112330,0.426335
TEMPO_RADT_L1_V04_20250908T103748Z_S001G03,6.297664,33.702488,-106.089424,120,1,VNP46A3_A2025244,167,-4.845156e-02,0.009397,0.042875,0.062568,9.219937,57.424141,0.000000,0,83,4.208716e-02,0.016321,0.070354,0.012852,-0.002569,-0.000506,1.466708,1.346926,2.700782,1.682863,0.110903,0.421302
TEMPO_RADT_L1_V04_20250908T105038Z_S001G04,6.297664,33.926704,-112.875946,120,1,VNP46A3_A2025244,167,-4.845156e-02,0.009397,0.042875,0.062568,9.219937,54.811901,0.000000,0,0,2.654221e-02,0.016290,0.046376,0.023500,-0.002496,0.001708,1.238667,1.258555,2.261220,1.575896,0.115114,0.420747
TEMPO_RADT_L1_V04_20250908T110328Z_S001G05,6.297664,34.257179,-120.261040,120,1,VNP46A3_A2025244,167,-4.845156e-02,0.009397,0.042875,0.062568,9.219937,51.956776,0.000000,0,0,1.059309e-02,0.014630,0.005886,0.025366,0.000011,0.002761,1.534957,1.410148,2.849173,1.787048,0.117768,0.427964
TEMPO_RADT_L1_V04_20250909T101137Z_S001G01,6.297664,33.517502,-93.323822,121,1,VNP46A3_A2025244,152,7.922654e-03,0.014267,0.044967,0.051083,22.744608,48.710930,0.000000,0,99,4.226881e-02,0.001394,0.066781,0.003886,0.000170,0.001083,1.605774,1.484981,2.947463,1.906628,0.112221,0.436089
TEMPO_RADT_L1_V04_20250909T102433Z_S001G02,6.297664,33.574074,-99.623726,120,1,VNP46A3_A2025244,152,7.922654e-03,0.014267,0.044967,0.051083,22.744608,46.324989,0.000000,0,29,2.392616e-02,-0.012475,0.061607,-0.003574,0.000131,0.003394,1.403155,1.392003,2.518881,1.726914,0.108354,0.429395
TEMPO_RADT_L1_V04_20250909T103722Z_S001G03,6.297664,33.696701,-106.047775,120,1,VNP46A3_A2025244,152,7.922654e-03,0.014267,0.044967,0.051083,22.744608,43.939514,0.000000,0,461,6.515936e-02,0.008031,0.117995,-0.008191,-0.000113,-0.001628,1.431280,1.322761,2.627298,1.654060,0.109117,0.428936
TEMPO_RADT_L1_V04_20250909T105012Z_S001G04,6.297664,33.924988,-112.824722,120,1,VNP46A3_A2025244,152,7.922654e-03,0.014267,0.044967,0.051083,22.744608,41.475906,0.000000,0,0,2.646921e-02,0.024482,0.047368,0.037473,0.000334,0.006201,1.255889,1.299736,2.299519,1.612144,0.108782,0.426989
TEMPO_RADT_L1_V04_20250909T110302Z_S001G05,6.297664,34.257626,-120.198479,120,1,VNP46A3_A2025244,152,7.922654e-03,0.014267,0.044967,0.051083,22.744608,38.861095,0.000000,0,2,1.406594e-02,0.026252,0.022227,0.042242,0.000399,0.007665,1.395908,1.384734,2.581658,1.722480,0.109937,0.428901
TEMPO_RADT_L1_V04_20250910T004823Z_S016G01,6.297664,34.185181,-63.403591,121,1,VNP46A3_A2025244,145,3.782431e-02,0.025041,0.026722,0.046619,31.035961,74.209496,0.000000,0,53,1.463287e-02,0.023006,-0.000773,0.027562,-0.000368,0.001500,1.079992,1.196853,1.937822,1.509878,0.110701,0.422836
TEMPO_RADT_L1_V04_20250910T010119Z_S016G02,6.297664,33.890724,-70.665253,120,1,VNP46A3_A2025244,145,3.782431e-02,0.025041,0.026722,0.046619,31.035961,77.627464,0.000000,0,36,1.650304e-02,0.024340,0.003140,0.026126,-0.000462,0.001185,1.021666,1.164218,1.811037,1.474109,0.110239,0.421857
TEMPO_RADT_L1_V04_20250910T011408Z_S016G03,6.297664,33.697418,-77.337021,120,1,VNP46A3_A2025244,145,3.782431e-02,0.025041,0.026722,0.046619,31.035961,80.580154,0.000000,0,76,7.034291e-03,-0.001859,0.020545,-0.003705,-0.000406,0.000759,1.076446,1.200929,1.885589,1.488167,0.107808,0.417255
TEMPO_RADT_L1_V04_20250910T012658Z_S016G04,6.297664,33.585442,-83.700294,120,1,VNP46A3_A2025244,145,3.782431e-02,0.025041,0.026722,0.046619,31.035961,83.269379,0.000000,7,44,-5.634894e-03,-0.013409,0.016234,-0.006205,0.000443,0.001636,1.102906,1.223632,1.882813,1.515171,0.109651,0.420314
TEMPO_RADT_L1_V04_20250910T013948Z_S016G05,6.297664,33.549232,-89.912834,120,1,VNP46A3_A2025244,145,3.782431e-02,0.025041,0.026722,0.046619,31.035961,85.820908,0.000000,0,77,1.640596e-02,-0.000111,0.036000,-0.009624,0.000802,0.002220,1.055011,1.208469,1.822950,1.633086,0.115762,0.428951
TEMPO_RADT_L1_V04_20250910T101110Z_S001G01,6.297664,33.521446,-93.324310,121,1,VNP46A3_A2025244,156,3.251358e-02,0.004932,0.044406,0.071105,36.365021,35.049786,0.000000,0,120,4.353564e-02,-0.009400,0.095841,-0.005301,0.000293,0.001489,1.416091,1.407784,2.596457,1.839598,0.112460,0.440765
TEMPO_RADT_L1_V04_20250910T102406Z_S001G02,6.297664,33.576557,-99.625465,120,1,VNP46A3_A2025244,156,3.251358e-02,0.004932,0.044406,0.071105,36.365021,32.785748,0.000000,0,60,1.826025e-02,-0.015692,0.051912,-0.011975,0.000068,0.002294,1.477456,1.348318,2.700715,1.684383,0.108847,0.429369
TEMPO_RADT_L1_V04_20250910T103655Z_S001G03,6.297664,33.696873,-106.051300,120,1,VNP46A3_A2025244,156,3.251358e-02,0.004932,0.044406,0.071105,36.365021,30.582088,0.000000,0,46,3.072031e-02,0.017466,0.061841,0.018903,-0.000018,0.003333,1.351190,1.297219,2.484432,1.627026,0.108431,0.427770
TEMPO_RADT_L1_V04_20250910T104945Z_S001G04,6.297664,33.923786,-112.829453,120,1,VNP46A3_A2025244,156,3.251358e-02,0.004932,0.044406,0.071105,36.365021,28.412226,0.000000,0,18,2.558403e-02,0.018093,0.043488,0.020419,0.000263,0.003728,1.197864,1.251343,2.154204,1.573398,0.108750,0.429377
TEMPO_RADT_L1_V04_20250910T110235Z_S001G05,6.297664,34.254906,-120.203468,120,1,VNP46A3_A2025244,156,3.251358e-02,0.004932,0.044406,0.071105,36.365021,26.295336,0.000000,0,2,5.144430e-03,0.028008,0.006273,0.034792,0.000336,0.005101,1.321873,1.314115,2.421997,1.669605,0.109441,0.434108
TEMPO_RADT_L1_V04_20250911T004807Z_S016G01,6.297664,34.186737,-63.406132,121,1,VNP46A3_A2025244,148,4.566879e-02,-0.006264,0.033707,0.082457,44.662670,81.144730,0.000000,0,30,1.712580e-02,0.022827,0.003387,0.016258,0.000182,0.001040,1.000989,1.171660,1.753711,1.481335,0.108967,0.425750
TEMPO_RADT_L1_V04_20250911T010103Z_S016G02,6.297664,33.885784,-70.682220,120,1,VNP46A3_A2025244,148,4.566879e-02,-0.006264,0.033707,0.082457,44.662670,84.540421,0.000000,0,3,1.768017e-02,0.030628,0.004700,0.040284,0.000477,0.005867,0.994056,1.160183,1.743986,1.458655,0.108343,0.426137
TEMPO_RADT_L1_V04_20250911T011352Z_S016G03,6.297664,33.686901,-77.361977,120,1,VNP46A3_A2025244,148,4.566879e-02,-0.006264,0.033707,0.082457,44.662670,87.434341,0.000000,0,26,8.089126e-03,0.002493,0.021544,0.012978,0.000303,0.005089,1.045198,1.203205,1.799618,1.496157,0.107833,0.426059
TEMPO_RADT_L1_V04_20250911T012642Z_S016G04,6.297664,33.572853,-83.726097,120,1,VNP46A3_A2025244,148,4.566879e-02,-0.006264,0.033707,0.082457,44.662670,90.031822,0.000000,0,125,-4.347774e-03,-0.019233,0.022691,-0.017427,-0.000048,0.002041,1.086057,1.228165,1.851848,1.521234,0.107827,0.425592
