Granule,exposure,lat0,lon0,steps,reg_status,VIIRS_Ref,verf_pnts,mu_dx,mu_dy,sig_dx,sig_dy,LPA,LZA0,solar_contam,aurora_pix,lightning_pix,mu_city_vis,mu_city_uv,mu_full_vis,mu_full_uv,mu_aurora,mu_lightning,sig_city_vis,sig_city_uv,sig_full_vis,sig_full_uv,sig_aurora,sig_lightning
TEMPO_RADT_L1_V04_20230926T102113Z_S001G02,9.999933,33.919693,-111.851501,100,1,VNP46A3_A2023244,60,8.495946e-03,0.017074,0.038763,0.067764,41.794716,97.541176,0.000000,1453,1032,1.809290e-02,-0.123689,0.005469,-0.348883,-0.015689,-0.052684,0.984374,1.541342,1.733139,2.193215,0.103743,0.443799
TEMPO_RADT_L1_V04_20230926T103806Z_S001G03,9.999933,34.156307,-117.619698,100,1,VNP46A3_A2023244,60,8.495946e-03,0.017074,0.038763,0.067764,41.794716,96.244591,0.000000,259,3904,4.020540e-03,-2.250531,0.040723,-3.347823,-0.010421,-0.353641,1.001994,2.043059,1.743396,2.727954,0.101516,0.540342
TEMPO_RADT_L1_V04_20230926T105519Z_S002G01,9.999933,33.731335,-106.409904,101,1,VNP46A3_A2023244,59,-4.035478e-03,-0.005190,0.037278,0.066242,41.304005,108.338722,0.000000,180,1109,1.782028e-02,1.174752,0.001641,0.207629,-0.005578,-0.203951,1.007573,1.608206,1.750042,1.648364,0.099192,0.452813
TEMPO_RADT_L1_V04_20230926T111221Z_S002G02,9.999933,33.904739,-111.866608,100,1,VNP46A3_A2023244,59,-4.035478e-03,-0.005190,0.037278,0.066242,41.304005,107.239799,0.000000,0,9,3.537635e-02,0.017347,0.047858,0.017876,0.000815,-0.001342,1.024213,1.264617,1.765455,1.420606,0.094636,0.392106
TEMPO_RADT_L1_V04_20230926T112914Z_S002G03,9.999933,34.144897,-117.620514,100,1,VNP46A3_A2023244,59,-4.035478e-03,-0.005190,0.037278,0.066242,41.304005,105.892838,0.000000,6,0,-1.662375e-02,-1.193304,-0.017722,-0.219442,0.004003,0.224161,1.019886,1.705114,1.773080,1.649060,0.094366,0.466525
TEMPO_RADT_L1_V04_20230927T100339Z_S001G01,9.999933,33.743847,-106.379890,101,1,VNP46A3_A2023244,63,-8.286232e-03,-0.022670,0.040273,0.059903,27.896402,84.665291,0.000000,0,77,1.293057e-02,2.598654,-0.009998,3.429879,0.003321,0.349327,1.014287,2.250441,1.708114,2.755987,0.099787,0.596537
TEMPO_RADT_L1_V04_20230927T102041Z_S001G02,9.999933,33.915672,-111.852791,100,1,VNP46A3_A2023244,63,-8.286232e-03,-0.022670,0.040273,0.059903,27.896402,83.614098,0.000000,0,468,1.607040e-02,0.047726,-0.001853,-0.081145,0.000319,-0.012761,0.984949,1.549514,1.658569,2.107006,0.090786,0.433901
TEMPO_RADT_L1_V04_20230927T103734Z_S001G03,9.999933,34.151089,-117.626854,100,1,VNP46A3_A2023244,63,-8.286232e-03,-0.022670,0.040273,0.059903,27.896402,82.336014,0.000000,0,3198,-1.429326e-02,-2.669139,-0.001709,-3.535491,-0.003227,-0.325356,1.009710,2.271002,1.716714,2.710180,0.101314,0.550815
TEMPO_RADT_L1_V04_20230927T105447Z_S002G01,9.999933,33.730999,-106.416634,101,1,VNP46A3_A2023244,66,-2.935865e-02,-0.004453,0.037721,0.064510,27.400366,94.319954,0.000000,0,1164,2.768373e-02,1.102031,0.006510,0.026903,-0.002483,-0.229531,1.054525,1.629101,1.802357,1.606797,0.091508,0.534410
TEMPO_RADT_L1_V04_20230927T111149Z_S002G02,9.999933,33.902531,-111.887695,100,1,VNP46A3_A2023244,66,-2.935865e-02,-0.004453,0.037721,0.064510,27.400366,93.214600,0.000000,0,8,1.304422e-02,0.005098,-0.014943,0.034491,-0.000018,0.005145,1.019528,1.236412,1.753123,1.400682,0.089579,0.407529
TEMPO_RADT_L1_V04_20230927T112842Z_S002G03,9.999933,34.139503,-117.652489,100,1,VNP46A3_A2023244,66,-2.935865e-02,-0.004453,0.037721,0.064510,27.400366,91.868286,0.000000,0,0,-4.478634e-02,-1.108285,-0.081482,-0.064414,0.003310,0.235209,1.051251,1.722023,1.792746,1.659969,0.092646,0.561161
TEMPO_RADT_L1_V04_20230928T005452Z_S016G01,9.999933,33.907799,-71.821625,101,1,VNP46A3_A2023244,53,8.965741e-03,-0.023963,0.041034,0.071259,19.245071,56.327381,0.000000,43,4850,2.273848e-01,-2.511602,0.349471,-4.002597,-0.005640,-0.853504,1.477258,2.617784,2.736130,2.798217,0.102164,0.732613
TEMPO_RADT_L1_V04_20230928T011154Z_S016G02,9.999933,33.750633,-77.203186,100,1,VNP46A3_A2023244,53,8.965741e-03,-0.023963,0.041034,0.071259,19.245071,56.940697,0.000000,0,1416,-1.306420e-01,-0.027741,-0.214224,-0.375149,0.000760,-0.051502,1.673661,1.774054,2.999721,2.622648,0.091279,0.544710
TEMPO_RADT_L1_V04_20230928T012847Z_S016G03,9.999933,33.644154,-82.337067,100,1,VNP46A3_A2023244,53,8.965741e-03,-0.023963,0.041034,0.071259,19.245071,57.474720,0.000000,0,216,-3.500350e-02,2.564857,-0.075350,3.934442,0.006225,0.912810,1.740253,2.785140,3.128441,2.980896,0.103063,0.824558
TEMPO_RADT_L1_V04_20231006T095848Z_S001G01,9.999933,33.738773,-106.390770,97,1,VNP46A3_A2023274,58,-3.619687e-03,0.002529,0.031486,0.042029,88.253090,37.159740,0.000000,0,20,5.427667e-03,0.012805,0.006662,0.009379,0.000037,0.000676,0.831767,0.949087,1.446615,1.186370,0.087612,0.344319
TEMPO_RADT_L1_V04_20231006T101510Z_S001G02,9.999933,33.910923,-111.856544,96,1,VNP46A3_A2023274,58,-3.619687e-03,0.002529,0.031486,0.042029,88.253090,38.430584,0.000000,0,0,5.316401e-03,0.004809,0.006040,0.005564,0.000109,0.001824,0.823985,0.947714,1.441689,1.186414,0.087548,0.346339
TEMPO_RADT_L1_V04_20231006T103122Z_S001G03,9.999933,34.147942,-117.622780,96,1,VNP46A3_A2023274,58,-3.619687e-03,0.002529,0.031486,0.042029,88.253090,39.976696,0.000000,0,12,3.415284e-03,-0.009470,0.007474,-0.002499,0.000134,0.002582,0.825933,0.969874,1.438854,1.212961,0.087577,0.347899
TEMPO_RADT_L1_V04_20231007T005601Z_S018G01,9.999933,33.883507,-71.802483,97,1,VNP46A3_A2023274,51,4.049336e-02,0.037257,0.040579,0.125586,95.218445,113.923462,0.000000,0,64,1.466918e-02,0.018615,0.001761,0.014738,0.000100,0.000467,0.811564,0.938862,1.411060,1.179540,0.087703,0.346975
TEMPO_RADT_L1_V04_20231007T011223Z_S018G02,9.999933,33.726738,-77.181877,96,1,VNP46A3_A2023274,51,4.049336e-02,0.037257,0.040579,0.125586,95.218445,114.610992,0.000000,0,0,7.119448e-03,0.003705,0.014863,0.006145,0.000082,0.001712,0.848243,0.972581,1.456969,1.205179,0.087378,0.340662
TEMPO_RADT_L1_V04_20231007T012835Z_S018G03,9.999933,33.622761,-82.312820,96,1,VNP46A3_A2023274,51,4.049336e-02,0.037257,0.040579,0.125586,95.218445,115.160606,0.000000,3,0,2.624235e-03,-0.006122,0.020594,-0.001364,0.000235,0.002288,0.894941,0.981957,1.524715,1.220165,0.087442,0.346215
TEMPO_RADT_L1_V04_20231007T095817Z_S001G01,9.999933,33.753513,-107.064636,120,1,VNP46A3_A2023274,21,-6.428807e-02,-0.009129,0.050251,0.051618,99.277672,48.480553,0.000000,0,71,4.565884e-03,0.002133,0.006512,0.002812,0.000047,0.001598,0.812766,0.947383,1.409491,1.181327,0.086889,0.343760
TEMPO_RADT_L1_V04_20231008T095744Z_S001G01,9.999933,33.742279,-106.402473,97,1,VNP46A3_A2023274,59,-1.101194e-04,-0.001253,0.037454,0.044302,110.345329,59.434383,0.000000,0,12,5.250988e-03,0.009356,0.004399,0.007412,0.000280,0.001148,0.817350,0.942236,1.409293,1.181239,0.087785,0.344138
TEMPO_RADT_L1_V04_20231008T101406Z_S001G02,9.999933,33.912945,-111.872543,96,1,VNP46A3_A2023274,59,-1.101194e-04,-0.001253,0.037454,0.044302,110.345329,60.663452,0.000000,0,13,4.538795e-03,0.004543,0.005847,0.005129,0.000126,0.001083,0.811435,0.945623,1.405995,1.182769,0.087406,0.342679
TEMPO_RADT_L1_V04_20231008T103018Z_S001G03,9.999933,34.149780,-117.633255,96,1,VNP46A3_A2023274,59,-1.101194e-04,-0.001253,0.037454,0.044302,110.345329,62.151218,0.000000,0,0,2.789286e-03,-0.004313,0.006172,0.000738,0.000040,0.002338,0.819318,0.963763,1.411132,1.204582,0.087728,0.345690
TEMPO_RADT_L1_V04_20231009T005557Z_S018G01,9.999933,33.889809,-71.831596,97,1,VNP46A3_A2023274,71,1.628863e-02,-0.011208,0.040694,0.061915,117.129715,124.856552,0.000000,0,21,1.592214e-02,0.025013,0.004733,0.024794,0.000115,0.001419,0.807081,0.941459,1.403283,1.176526,0.087895,0.346699
TEMPO_RADT_L1_V04_20231009T011219Z_S018G02,9.999933,33.736141,-77.202682,96,1,VNP46A3_A2023274,71,1.628863e-02,-0.011208,0.040694,0.061915,117.129715,125.145172,0.000000,0,21,7.025577e-03,-0.004851,0.014857,-0.003734,0.000101,0.001371,0.860653,0.980720,1.482334,1.211130,0.087216,0.341788
TEMPO_RADT_L1_V04_20231009T012831Z_S018G03,9.999933,33.635368,-82.322693,96,1,VNP46A3_A2023274,71,1.628863e-02,-0.011208,0.040694,0.061915,117.129715,125.342506,0.000000,0,2,2.525953e-03,-0.002826,0.017985,-0.000115,0.000204,0.001301,0.893894,0.980916,1.520448,1.217804,0.086934,0.343482
TEMPO_RADT_L1_V04_20231222T100234Z_S001G01,88.172646,34.190922,-119.503075,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,55.688526,91.876511,0.000000,0,14,-8.388630e-04,0.004847,-0.002749,0.004627,0.000625,0.005302,0.326040,0.410880,0.592135,0.600242,0.032669,0.177362
TEMPO_RADT_L1_V04_20231223T003611Z_S014G01,88.172646,33.760544,-75.446381,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,48.110142,17.083862,0.000000,0,4,-1.046063e-03,0.000949,0.007147,0.002729,0.000529,0.004421,0.728407,0.578922,1.390874,0.861817,0.035176,0.189967
TEMPO_RADT_L1_V04_20231223T100305Z_S001G01,88.172646,34.184525,-119.501297,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,43.233513,79.426292,0.000000,0,0,-8.219627e-04,0.001359,-0.001212,0.001586,0.000322,0.003422,0.371475,0.418726,0.701683,0.584359,0.031829,0.162172
TEMPO_RADT_L1_V04_20231224T003640Z_S014G01,88.172646,33.748528,-75.469414,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,35.788902,18.781868,0.000000,0,16,1.901175e-03,0.007762,0.008233,0.012326,0.000225,0.001753,0.702790,0.551962,1.325991,0.826939,0.034094,0.171349
TEMPO_RADT_L1_V04_20231224T100336Z_S001G01,88.172646,34.181744,-119.505371,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,31.009211,67.152542,0.000000,0,2,-3.060363e-03,-0.000435,-0.004366,0.001364,0.000163,0.000724,0.576876,0.495902,1.151306,0.672891,0.031567,0.150641
TEMPO_RADT_L1_V04_20231225T003708Z_S014G01,88.172646,33.752529,-75.460815,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,23.743761,26.927444,0.000000,0,4,2.969997e-03,0.006047,-0.000318,0.014431,0.000204,0.001439,0.894431,0.666889,1.714090,0.920355,0.033509,0.158808
TEMPO_RADT_L1_V04_20231225T100407Z_S001G01,88.172646,34.180878,-119.511597,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,19.114958,55.120350,0.000000,0,9,-5.303401e-03,-0.001842,-0.000642,-0.001403,0.000232,0.001353,0.703809,0.551237,1.390927,0.747976,0.031863,0.162017
TEMPO_RADT_L1_V04_20231226T003736Z_S014G01,88.172646,33.759743,-75.461403,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,12.228025,37.324463,0.000000,0,0,-7.771529e-03,0.001157,-0.002758,0.008045,0.000124,0.001254,1.144186,0.777006,2.236968,1.070707,0.034713,0.161856
TEMPO_RADT_L1_V04_20231226T100439Z_S001G01,88.172646,34.183014,-119.515579,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,8.141212,43.436333,0.000000,0,3,2.547166e-02,0.020153,0.061043,0.018721,0.000213,0.001794,1.139658,0.832077,2.261613,1.045189,0.032364,0.148379
TEMPO_RADT_L1_V04_20231227T003802Z_S012G01,88.172646,33.778488,-75.425797,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,4.808757,48.332325,0.000000,0,2,5.277729e-03,0.002477,0.015167,0.014755,0.000184,0.001334,1.170187,0.812513,2.248358,1.087939,0.034150,0.160883
TEMPO_RADT_L1_V04_20231227T100512Z_S001G01,88.172646,34.184849,-119.518837,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,6.991643,32.294437,0.000000,0,2,-1.163131e-02,0.000097,-0.013477,-0.000634,0.000287,0.001787,1.439975,1.015827,2.841234,1.321199,0.034171,0.161735
TEMPO_RADT_L1_V04_20231228T003828Z_S014G01,88.172646,33.779396,-75.432663,60,0,VNP46A3_A2023335,0,0,0.000000,NaN,NaN,12.991037,59.502846,0.000000,0,8,6.072577e-03,0.002859,0.018291,0.004939,0.000211,0.001517,0.672335,0.530470,1.289292,0.765642,0.033210,0.161304
TEMPO_RADT_L1_V04_20240111T101406Z_S001G01,44.086323,34.104679,-115.901154,119,1,VNP46A3_A2024001,28,-1.523129e-02,-0.031281,0.053360,0.048977,174.957260,140.419556,0.000000,0,2,2.620318e-03,0.001295,0.003841,0.002208,0.000212,0.003648,0.388716,0.483048,0.658949,0.682812,0.042434,0.190284
TEMPO_RADT_L1_V04_20240112T004257Z_S014G01,44.086323,33.698765,-77.081223,120,1,VNP46A3_A2024001,32,-1.256142e-02,0.034554,0.034378,0.088802,170.822968,123.216896,0.000000,0,7,-3.524741e-03,0.003451,-0.002846,0.008005,0.000262,0.004301,0.434313,0.509431,0.723095,0.780270,0.043678,0.210763
TEMPO_RADT_L1_V04_20240112T101442Z_S001G01,44.086323,34.099846,-115.918175,119,1,VNP46A3_A2024001,18,-9.877656e-04,-0.006478,0.019548,0.070413,165.924133,151.163773,0.000000,0,6,2.678037e-03,0.001555,0.003767,0.002393,0.000163,0.003851,0.394801,0.494019,0.664533,0.727192,0.042741,0.200658
TEMPO_RADT_L1_V04_20240113T004307Z_S014G01,44.086323,33.712082,-77.074203,120,1,VNP46A3_A2024001,17,-8.276858e-03,0.047846,0.056008,0.054613,157.937576,109.653175,0.000000,0,49,1.373107e-03,-0.001008,0.002361,0.000835,0.000234,0.003442,0.412922,0.491694,0.692226,0.766062,0.043750,0.209144
TEMPO_RADT_L1_V04_20240113T101519Z_S001G01,44.086323,34.099773,-115.881317,119,1,VNP46A3_A2024001,22,-3.033241e-02,-0.023985,0.048303,0.100702,152.555542,158.636124,0.000000,0,9,2.391914e-03,0.001536,0.004144,0.002093,0.000217,0.004276,0.395265,0.493313,0.668039,0.680325,0.042258,0.188282
TEMPO_RADT_L1_V04_20240114T004316Z_S014G01,44.086323,33.713673,-77.044067,120,1,VNP46A3_A2024001,35,-7.400897e-03,0.093112,0.022843,0.181148,144.335449,95.950607,0.000000,0,4,-2.185595e-03,0.003128,-0.001205,0.006791,0.000191,0.002701,0.430172,0.506042,0.714631,0.747937,0.043215,0.199483
TEMPO_RADT_L1_V04_20240114T101555Z_S001G01,44.086323,34.091648,-115.959122,119,1,VNP46A3_A2024001,24,-3.822897e-02,0.003366,0.038198,0.105603,138.907257,159.003143,0.000000,0,2,2.247033e-03,0.000951,0.003554,0.002730,0.000103,0.003312,0.390853,0.489081,0.661361,0.688972,0.042218,0.191774
TEMPO_RADT_L1_V04_20240115T004325Z_S014G01,44.086323,33.711311,-77.037903,120,1,VNP46A3_A2024001,31,3.652311e-02,-0.004184,0.047197,0.145670,130.711365,82.233307,0.000000,0,4,-8.287385e-03,-0.000364,-0.007591,0.006517,0.000147,0.002655,0.448825,0.522367,0.737733,0.751915,0.043275,0.194980
TEMPO_RADT_L1_V04_20240115T101631Z_S001G01,44.086323,34.106148,-115.890907,119,1,VNP46A3_A2024001,31,-3.938915e-03,-0.026260,0.028312,0.077437,125.328590,152.039398,0.000000,0,10,2.421893e-03,0.000873,0.004000,0.002227,0.000177,0.003322,0.390943,0.491588,0.663892,0.676983,0.042174,0.187769
TEMPO_RADT_L1_V04_20240116T004331Z_S014G01,44.086323,33.709980,-77.050735,120,1,VNP46A3_A2024001,28,2.552815e-02,-0.046789,0.037585,0.172609,117.250717,68.626381,0.000000,0,17,-7.081721e-03,-0.000921,-0.006432,0.004763,0.000149,0.001111,0.448781,0.508493,0.740603,0.736552,0.043295,0.188498
TEMPO_RADT_L1_V04_20240116T101706Z_S001G01,44.086323,34.101410,-115.905762,119,1,VNP46A3_A2024001,28,2.623337e-02,-0.010608,0.030679,0.035640,111.957077,141.810745,0.000000,0,7,1.787099e-03,0.001209,0.003278,0.002186,0.000129,0.002160,0.390943,0.486431,0.665969,0.630430,0.041749,0.173808
TEMPO_RADT_L1_V04_20240117T004337Z_S011G01,44.086323,33.711777,-77.038895,120,1,VNP46A3_A2024001,22,4.036683e-02,0.030623,0.033905,0.208294,104.044739,55.275215,0.000000,0,327,-1.877629e-02,-0.006952,-0.021948,-0.001699,0.000202,0.001374,0.520489,0.584333,0.859288,0.821636,0.043220,0.192940
TEMPO_RADT_L1_V04_20240117T101742Z_S001G01,44.086323,34.096703,-115.895256,119,0,VNP46A3_A2024001,21,7.496242e-02,0.063737,0.049448,0.400287,98.861908,130.529816,0.000000,0,6,1.123559e-03,0.001581,0.002276,0.003028,0.000117,0.002185,0.395162,0.470639,0.671784,0.623024,0.041868,0.178369
TEMPO_RADT_L1_V04_20240118T004342Z_S014G01,44.086323,33.722183,-77.021004,120,1,VNP46A3_A2024001,32,1.965831e-02,0.021713,0.025376,0.072569,91.135551,42.248138,0.000000,0,7,-1.885866e-02,-0.005598,-0.024171,0.000689,0.000168,0.001485,0.489506,0.581738,0.817848,0.821910,0.043438,0.192441
TEMPO_RADT_L1_V04_20240118T101817Z_S001G01,44.086323,34.113914,-115.951828,120,1,VNP46A3_A2024001,20,1.657663e-02,0.035937,0.070142,0.091962,86.070366,119.025963,0.000000,0,4,2.475888e-03,0.001164,0.004110,0.002452,0.000101,0.001579,0.394138,0.480775,0.666082,0.669578,0.042183,0.185168
TEMPO_RADT_L1_V04_20240119T004346Z_S014G01,44.086323,33.697384,-77.064560,120,0,VNP46A3_A2024001,29,1.203249e-02,0.305980,0.071823,0.504819,78.531570,29.587387,0.000000,0,21,-1.530086e-02,-0.003999,-0.017988,-0.000652,0.000122,0.002017,0.535201,0.551524,0.923349,0.760193,0.042954,0.186333
TEMPO_RADT_L1_V04_20240119T101851Z_S001G01,44.086323,34.103031,-115.954620,120,1,VNP46A3_A2024001,12,1.582967e-02,-0.009103,0.139895,0.153809,73.581192,107.499565,0.000000,0,4,6.468310e-04,0.001944,0.001436,0.002471,0.000103,0.001879,0.401279,0.482972,0.676718,0.653315,0.041818,0.178895
TEMPO_RADT_L1_V04_20240120T004348Z_S014G01,44.086323,33.710278,-77.072395,120,1,VNP46A3_A2024001,27,6.337712e-03,-0.000276,0.026689,0.079324,66.220901,17.746038,0.000000,0,7,-1.547685e-02,-0.007838,-0.011125,-0.005675,0.000176,0.002325,0.675505,0.671425,1.211957,0.884010,0.042787,0.192248
TEMPO_RADT_L1_V04_20240120T101926Z_S001G01,44.086323,34.044838,-115.941536,120,0,VNP46A3_A2024001,0,0,0.000000,NaN,NaN,61.395714,96.168434,0.000000,0,8,1.598622e-03,0.002170,0.003318,0.003338,0.000111,0.002434,0.411250,0.473348,0.715363,0.630554,0.041862,0.178930
TEMPO_RADT_L1_V04_20240121T004350Z_S013G01,44.086323,33.721279,-77.036713,120,1,VNP46A3_A2024001,26,1.411745e-02,0.034577,0.019225,0.124835,54.182617,8.959517,0.000000,0,15,-8.745378e-03,-0.004822,-0.000532,0.000176,0.000130,0.002128,0.825446,0.708407,1.535080,0.931597,0.043045,0.193451
TEMPO_RADT_L1_V04_20240121T101959Z_S001G01,44.086323,34.034542,-115.962967,120,0,VNP46A3_A2024001,0,0,0.000000,NaN,NaN,49.437984,85.009064,0.000000,0,4,1.496084e-03,0.002323,0.002604,0.003069,0.000142,0.002719,0.427875,0.476299,0.763426,0.662498,0.042331,0.187586
TEMPO_RADT_L1_V04_20240122T004350Z_S014G01,44.086323,33.726086,-77.044563,120,1,VNP46A3_A2024001,29,-2.522683e-02,0.012673,0.024798,0.054965,42.398525,12.339438,0.000000,0,8,-8.455622e-03,0.000083,0.006686,0.004580,0.000191,0.002805,1.038959,0.800390,1.951580,1.053998,0.043801,0.210517
TEMPO_RADT_L1_V04_20240122T102033Z_S001G01,44.086323,34.032883,-115.953712,120,0,VNP46A3_A2024001,0,0,0.000000,NaN,NaN,37.748581,74.165665,0.000000,0,17,2.882361e-04,0.001518,0.000140,0.002494,0.000143,0.002939,0.456970,0.487906,0.827139,0.655424,0.042100,0.185647
TEMPO_RADT_L1_V04_20240123T004350Z_S014G01,44.086323,33.742035,-75.646324,69,0,VNP46A3_A2024001,0,0,0.000000,NaN,NaN,31.011566,25.405464,0.000000,0,6,-1.044423e-02,-0.005706,-0.016144,-0.003186,0.000137,0.001920,0.855744,0.708483,1.603591,0.889926,0.041764,0.176667
TEMPO_RADT_L1_V04_20240123T102106Z_S001G01,44.086323,34.116009,-115.928085,120,1,VNP46A3_A2024001,15,4.693313e-02,0.022652,0.054906,0.138945,26.320343,63.688179,0.000000,0,32,-2.049200e-03,0.000651,-0.006597,0.001506,0.000176,0.001989,0.674641,0.583330,1.303849,0.759962,0.042348,0.177267
TEMPO_RADT_L1_V04_20240124T004348Z_S014G01,44.086323,33.704334,-77.055763,120,0,VNP46A3_A2024001,17,-6.217759e-02,0.261446,0.076202,1.083375,19.636604,34.004475,0.000000,0,2,9.804858e-03,0.005118,0.024365,0.010363,0.000039,0.001644,1.040095,0.771014,1.952515,0.988458,0.043306,0.175790
TEMPO_RADT_L1_V04_20240202T004247Z_S014G01,44.086323,33.529202,-88.083794,120,1,VNP46A3_A2024032,41,-1.257815e-02,-0.010498,0.025149,0.093260,79.614098,142.582230,0.000000,0,9,1.340974e-04,0.004573,0.001225,0.005544,0.000189,0.003465,0.443882,0.515509,0.733448,0.734218,0.043142,0.221009
TEMPO_RADT_L1_V04_20240202T102602Z_S001G01,44.086323,33.608704,-97.297363,120,1,VNP46A3_A2024032,39,1.741607e-02,-0.016496,0.030180,0.120027,84.137306,51.236008,0.000000,0,14,5.617264e-03,0.002632,0.007658,0.005060,0.000224,0.004089,0.438613,0.546193,0.747491,0.735539,0.042978,0.199513
TEMPO_RADT_L1_V04_20240203T004236Z_S014G01,44.086323,33.527676,-88.095795,120,1,VNP46A3_A2024032,54,2.548773e-02,-0.003320,0.024443,0.036664,90.864304,153.634048,0.000000,0,7,4.506441e-04,0.004281,0.001521,0.005571,0.000214,0.003631,0.431875,0.529628,0.721868,0.755507,0.043474,0.218241
TEMPO_RADT_L1_V04_20240203T102627Z_S001G01,44.086323,33.615250,-97.288177,120,1,VNP46A3_A2024032,16,3.718551e-03,-0.008876,0.045530,0.190227,95.514458,59.004108,0.000000,0,883,4.823973e-03,0.001352,0.007904,0.000848,0.000191,0.003592,0.423749,0.535822,0.721330,0.727854,0.043122,0.198496
